timestamp,level,message
11:46:25,INFO,Request processed
11:46:26,ERROR,Disk full
11:46:27,ERROR,Disk full
11:46:28,ERROR,Disk full
11:46:29,ERROR,Disk full
11:46:30,INFO,Request processed
11:46:31,ERROR,Disk full
11:46:32,INFO,Request processed
11:46:33,ERROR,Connection timeout
11:46:34,ERROR,Disk full
11:46:35,INFO,Request processed
11:46:36,WARNING,CPU usage high
11:46:37,INFO,Request processed
11:46:38,INFO,Request processed
11:46:39,INFO,User logged in
11:46:40,INFO,User logged in
11:46:41,INFO,User logged in
11:46:42,INFO,User logged in
11:46:43,INFO,User logged in
11:46:44,ERROR,Connection timeout
11:46:45,ERROR,Disk full
11:46:46,ERROR,Disk full
11:46:47,ERROR,Connection timeout
11:46:48,ERROR,Connection timeout
11:46:49,INFO,Request processed
11:46:50,INFO,Request processed
11:46:51,ERROR,Disk full
11:46:52,WARNING,CPU usage high
11:46:53,ERROR,Connection timeout
11:46:54,INFO,User logged in
11:46:55,INFO,User logged in
11:46:56,WARNING,CPU usage high
11:46:57,ERROR,Disk full
11:46:58,INFO,User logged in
11:46:59,INFO,Request processed
11:47:00,ERROR,Connection timeout
11:47:01,ERROR,Connection timeout
11:47:02,INFO,User logged in
11:47:03,INFO,Request processed
11:47:04,ERROR,Disk full
11:47:05,ERROR,Connection timeout
11:47:06,ERROR,Connection timeout
11:47:07,INFO,Request processed
11:47:08,ERROR,Disk full
11:47:09,INFO,Request processed
11:47:10,ERROR,Disk full
11:47:11,ERROR,Connection timeout
11:47:12,ERROR,Disk full
11:47:13,ERROR,Disk full
11:47:14,ERROR,Connection timeout
11:47:15,ERROR,Disk full
11:47:16,ERROR,Disk full
11:47:17,INFO,User logged in
11:47:18,ERROR,Connection timeout
11:47:19,INFO,User logged in
11:47:20,ERROR,Disk full
11:47:21,INFO,User logged in
11:47:22,WARNING,CPU usage high
11:47:23,ERROR,Disk full
11:47:24,ERROR,Connection timeout
11:47:25,INFO,User logged in
11:47:26,INFO,User logged in
11:47:27,WARNING,CPU usage high
11:47:28,WARNING,CPU usage high
11:47:29,WARNING,CPU usage high
11:47:30,WARNING,CPU usage high
11:47:31,ERROR,Disk full
11:47:32,INFO,Request processed
11:47:33,INFO,Request processed
11:47:34,WARNING,CPU usage high
11:47:35,ERROR,Disk full
11:47:36,ERROR,Connection timeout
11:47:37,ERROR,Disk full
11:47:38,WARNING,CPU usage high
11:47:39,INFO,Request processed
11:47:40,WARNING,CPU usage high
11:47:41,INFO,Request processed
11:47:42,ERROR,Disk full
11:47:43,ERROR,Disk full
11:47:44,INFO,Request processed
11:47:45,INFO,Request processed
11:47:46,INFO,User logged in
11:47:47,WARNING,CPU usage high
11:47:48,INFO,Request processed
11:47:49,INFO,User logged in
11:47:50,INFO,Request processed
11:47:51,INFO,Request processed
11:47:52,WARNING,CPU usage high
11:47:53,INFO,User logged in
11:47:54,INFO,Request processed
11:47:55,INFO,User logged in
11:47:56,WARNING,CPU usage high
11:47:57,ERROR,Connection timeout
11:47:58,ERROR,Connection timeout
11:47:59,ERROR,Connection timeout
11:48:00,ERROR,Connection timeout
11:48:01,INFO,User logged in
11:48:02,WARNING,CPU usage high
11:48:03,ERROR,Connection timeout
11:48:04,INFO,Request processed
11:48:05,WARNING,CPU usage high
11:48:06,ERROR,Disk full
11:48:07,INFO,User logged in
11:48:08,WARNING,CPU usage high
11:48:09,WARNING,CPU usage high
11:48:11,INFO,Request processed
11:48:12,ERROR,Disk full
11:48:13,WARNING,CPU usage high
11:48:14,INFO,Request processed
11:48:15,INFO,User logged in
11:48:16,ERROR,Disk full
11:48:17,INFO,User logged in
11:48:18,ERROR,Disk full
11:48:19,INFO,Request processed
11:48:20,INFO,User logged in
11:48:21,INFO,Request processed
11:48:22,WARNING,CPU usage high
11:48:23,WARNING,CPU usage high
11:48:24,WARNING,CPU usage high
11:48:25,ERROR,Disk full
11:48:26,INFO,Request processed
11:48:27,WARNING,CPU usage high
11:48:28,INFO,User logged in
11:48:29,WARNING,CPU usage high
11:48:30,ERROR,Connection timeout
11:48:31,INFO,Request processed
11:48:32,WARNING,CPU usage high
11:48:33,ERROR,Disk full
11:48:34,ERROR,Disk full
11:48:35,WARNING,CPU usage high
11:48:36,ERROR,Disk full
11:48:37,INFO,User logged in
11:48:38,ERROR,Disk full
11:48:39,INFO,User logged in
11:48:40,ERROR,Connection timeout
11:48:41,ERROR,Connection timeout
11:48:42,ERROR,Connection timeout
11:48:43,WARNING,CPU usage high
11:48:44,INFO,Request processed
11:48:45,WARNING,CPU usage high
11:48:46,ERROR,Disk full
11:48:47,WARNING,CPU usage high
11:48:48,ERROR,Disk full
11:48:49,ERROR,Disk full
11:48:50,WARNING,CPU usage high
11:48:51,ERROR,Connection timeout
11:48:52,ERROR,Disk full
11:48:53,WARNING,CPU usage high
11:48:54,ERROR,Disk full
11:48:55,ERROR,Disk full
11:48:56,ERROR,Connection timeout
11:48:57,INFO,Request processed
11:48:58,ERROR,Disk full
11:48:59,ERROR,Disk full
11:49:00,INFO,Request processed
11:49:01,WARNING,CPU usage high
11:49:02,INFO,Request processed
11:49:03,INFO,User logged in
11:49:04,ERROR,Connection timeout
11:49:05,ERROR,Disk full
11:49:06,INFO,User logged in
11:49:07,WARNING,CPU usage high
11:49:08,INFO,User logged in
11:49:09,ERROR,Disk full
11:49:10,INFO,Request processed
11:49:11,ERROR,Disk full
11:49:12,INFO,User logged in
11:49:13,ERROR,Connection timeout
11:49:14,ERROR,Disk full
11:49:15,WARNING,CPU usage high
11:49:16,INFO,Request processed
11:49:17,WARNING,CPU usage high
11:49:18,ERROR,Disk full
11:49:19,WARNING,CPU usage high
11:49:20,WARNING,CPU usage high
11:49:21,ERROR,Disk full
11:49:22,WARNING,CPU usage high
11:49:23,ERROR,Disk full
11:49:24,INFO,User logged in
11:49:25,ERROR,Connection timeout
11:49:26,ERROR,Connection timeout
11:49:27,ERROR,Connection timeout
11:49:28,INFO,Request processed
11:49:29,ERROR,Disk full
11:49:30,INFO,User logged in
11:49:31,INFO,Request processed
11:49:32,INFO,Request processed
11:49:33,INFO,User logged in
11:49:34,ERROR,Connection timeout
11:49:35,WARNING,CPU usage high
11:49:36,INFO,Request processed
11:49:37,INFO,User logged in
11:49:38,INFO,User logged in
11:49:39,ERROR,Connection timeout
11:49:40,INFO,Request processed
11:49:41,ERROR,Disk full
11:49:42,WARNING,CPU usage high
11:49:43,INFO,User logged in
11:49:44,ERROR,Connection timeout
11:49:45,INFO,Request processed
11:49:46,ERROR,Disk full
11:49:47,ERROR,Connection timeout
11:49:48,ERROR,Connection timeout
11:49:49,INFO,User logged in
11:49:50,ERROR,Disk full
11:49:51,ERROR,Connection timeout
11:49:52,ERROR,Disk full
11:49:53,INFO,Request processed
11:49:54,ERROR,Connection timeout
11:49:55,ERROR,Disk full
11:49:56,INFO,User logged in
11:49:57,INFO,Request processed
11:49:58,INFO,Request processed
11:49:59,ERROR,Connection timeout
11:50:00,ERROR,Connection timeout
11:50:01,INFO,User logged in
11:50:02,ERROR,Disk full
11:50:03,INFO,User logged in
11:50:04,ERROR,Disk full
11:50:05,INFO,User logged in
11:50:06,INFO,User logged in
11:50:07,WARNING,CPU usage high
11:50:08,ERROR,Connection timeout
11:50:09,WARNING,CPU usage high
11:50:10,WARNING,CPU usage high
11:50:11,WARNING,CPU usage high
11:50:12,ERROR,Connection timeout
11:50:13,WARNING,CPU usage high
11:50:14,ERROR,Disk full
11:50:15,INFO,Request processed
11:50:16,ERROR,Disk full
11:50:17,WARNING,CPU usage high
11:50:18,ERROR,Disk full
11:50:19,INFO,Request processed
11:50:20,INFO,Request processed
11:50:21,INFO,Request processed
11:50:22,ERROR,Connection timeout
11:50:23,ERROR,Disk full
11:50:24,INFO,User logged in
11:50:25,ERROR,Disk full
11:50:26,INFO,User logged in
11:50:27,INFO,User logged in
11:50:28,WARNING,CPU usage high
11:50:29,INFO,User logged in
11:50:30,INFO,User logged in
11:50:31,WARNING,CPU usage high
11:50:32,INFO,Request processed
11:50:33,ERROR,Disk full
11:50:34,INFO,Request processed
11:50:35,INFO,User logged in
11:50:36,ERROR,Disk full
11:50:37,ERROR,Connection timeout
11:50:38,INFO,Request processed
11:50:39,INFO,User logged in
11:50:40,INFO,User logged in
11:50:41,ERROR,Connection timeout
11:50:42,ERROR,Disk full
11:50:43,INFO,Request processed
11:50:44,INFO,Request processed
11:50:45,INFO,Request processed
11:50:46,INFO,Request processed
11:50:47,ERROR,Disk full
11:50:48,WARNING,CPU usage high
11:50:49,INFO,Request processed
11:50:50,WARNING,CPU usage high
11:50:51,WARNING,CPU usage high
11:50:52,INFO,Request processed
11:50:53,ERROR,Disk full
11:50:54,ERROR,Disk full
11:50:55,INFO,Request processed
11:50:56,ERROR,Disk full
11:50:57,ERROR,Disk full
11:50:58,INFO,User logged in
11:50:59,WARNING,CPU usage high
11:51:00,ERROR,Disk full
11:51:01,INFO,Request processed
11:51:02,ERROR,Connection timeout
11:51:03,INFO,User logged in
11:51:04,INFO,Request processed
11:51:05,ERROR,Connection timeout
11:51:06,WARNING,CPU usage high
11:51:07,WARNING,CPU usage high
11:51:08,WARNING,CPU usage high
11:51:09,WARNING,CPU usage high
11:51:10,ERROR,Disk full
11:51:11,INFO,User logged in
11:51:12,ERROR,Connection timeout
11:51:13,INFO,Request processed
11:51:14,INFO,Request processed
11:51:15,ERROR,Disk full
11:51:16,WARNING,CPU usage high
11:51:17,INFO,Request processed
11:51:18,INFO,Request processed
11:51:19,ERROR,Disk full
11:51:20,ERROR,Connection timeout
11:51:21,ERROR,Disk full
11:51:22,INFO,User logged in
11:51:23,INFO,User logged in
11:51:24,WARNING,CPU usage high
11:51:25,INFO,User logged in
11:51:26,INFO,User logged in
11:51:27,ERROR,Connection timeout
11:51:28,ERROR,Connection timeout
11:51:29,ERROR,Disk full
11:51:30,ERROR,Connection timeout
11:51:31,INFO,User logged in
11:51:32,WARNING,CPU usage high
11:51:33,ERROR,Disk full
11:51:34,INFO,User logged in
11:51:35,ERROR,Connection timeout
11:51:36,INFO,User logged in
11:51:37,INFO,User logged in
11:51:38,WARNING,CPU usage high
11:51:39,ERROR,Connection timeout
11:51:40,ERROR,Disk full
11:51:41,ERROR,Connection timeout
11:51:42,ERROR,Disk full
11:51:43,WARNING,CPU usage high
11:51:44,WARNING,CPU usage high
11:51:45,ERROR,Connection timeout
11:51:46,INFO,User logged in
11:51:47,ERROR,Disk full
11:51:48,ERROR,Disk full
11:51:49,INFO,User logged in
11:51:50,INFO,User logged in
11:51:51,INFO,User logged in
11:51:52,INFO,User logged in
11:51:53,INFO,User logged in
11:51:54,INFO,Request processed
11:51:55,ERROR,Connection timeout
11:51:56,INFO,Request processed
11:51:57,WARNING,CPU usage high
11:51:58,ERROR,Disk full
11:51:59,INFO,Request processed
11:52:00,WARNING,CPU usage high
11:52:01,INFO,Request processed
11:52:02,WARNING,CPU usage high
11:52:03,WARNING,CPU usage high
11:52:04,INFO,User logged in
11:52:05,ERROR,Disk full
11:52:06,ERROR,Connection timeout
11:52:07,ERROR,Connection timeout
11:52:08,ERROR,Connection timeout
11:52:09,ERROR,Disk full
11:52:10,INFO,Request processed
11:52:11,INFO,Request processed
11:52:12,INFO,Request processed
11:52:13,WARNING,CPU usage high
11:52:14,WARNING,CPU usage high
11:52:15,INFO,Request processed
11:52:16,ERROR,Connection timeout
11:52:17,ERROR,Connection timeout
11:52:18,ERROR,Connection timeout
11:52:19,INFO,User logged in
11:52:20,INFO,User logged in
11:52:21,WARNING,CPU usage high
11:52:22,INFO,User logged in
11:52:23,ERROR,Connection timeout
11:52:24,ERROR,Disk full
11:52:25,ERROR,Disk full
11:52:26,INFO,Request processed
11:52:27,ERROR,Connection timeout
11:52:28,ERROR,Connection timeout
11:52:29,ERROR,Disk full
11:52:30,INFO,User logged in
11:52:31,ERROR,Disk full
11:52:32,WARNING,CPU usage high
11:52:33,ERROR,Disk full
11:52:34,INFO,User logged in
11:52:35,ERROR,Connection timeout
11:52:36,ERROR,Connection timeout
11:52:37,INFO,Request processed
11:52:38,ERROR,Disk full
11:52:39,ERROR,Disk full
11:52:40,ERROR,Disk full
11:52:41,INFO,User logged in
11:52:42,INFO,User logged in
11:52:43,INFO,User logged in
11:52:44,ERROR,Connection timeout
11:52:45,INFO,User logged in
11:52:46,ERROR,Connection timeout
11:52:47,ERROR,Connection timeout
11:52:48,ERROR,Disk full
11:52:49,INFO,Request processed
11:52:50,WARNING,CPU usage high
11:52:51,INFO,User logged in
11:52:52,INFO,Request processed
11:52:53,INFO,Request processed
11:52:54,ERROR,Connection timeout
11:52:55,INFO,Request processed
11:52:56,INFO,Request processed
11:52:57,ERROR,Disk full
11:52:58,INFO,User logged in
11:52:59,ERROR,Disk full
11:53:00,WARNING,CPU usage high
11:53:01,WARNING,CPU usage high
11:53:02,INFO,Request processed
11:53:03,ERROR,Connection timeout
11:53:04,ERROR,Connection timeout
11:53:05,INFO,User logged in
11:53:06,ERROR,Disk full
11:53:07,WARNING,CPU usage high
11:53:08,ERROR,Disk full
11:53:09,WARNING,CPU usage high
11:53:10,WARNING,CPU usage high
11:53:11,ERROR,Connection timeout
11:53:12,INFO,Request processed
11:53:13,INFO,User logged in
11:53:14,INFO,User logged in
11:53:15,ERROR,Connection timeout
11:53:16,INFO,Request processed
11:53:17,ERROR,Connection timeout
11:53:18,INFO,Request processed
11:53:19,ERROR,Disk full
11:53:20,ERROR,Disk full
11:53:21,INFO,Request processed
11:53:22,INFO,User logged in
11:53:23,ERROR,Connection timeout
11:53:24,INFO,User logged in
11:53:25,ERROR,Connection timeout
11:53:26,ERROR,Disk full
11:53:27,WARNING,CPU usage high
11:53:28,INFO,User logged in
11:53:29,ERROR,Connection timeout
11:53:30,INFO,Request processed
11:53:31,INFO,User logged in
11:53:32,ERROR,Disk full
11:53:33,ERROR,Connection timeout
11:53:34,INFO,User logged in
11:53:35,ERROR,Disk full
